command_id	flag	value_type	required	default_value	admitted_range	enum_values	parser_owner	validator_owner	semantic_owner	environment_equivalent	config_equivalent	protocol_field	tests	documentation	finding	disposition
cli.offline.source.manifest	--download-command	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.source.manifest	--download-log	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.source.manifest	--dry-run-log	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.source.manifest	--family	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.source.manifest	--hf-repo	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.source.manifest	--include-blockers	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.source.manifest	--include-config	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.source.manifest	--include-files	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.source.manifest	--include-next	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.source.manifest	--json	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.source.manifest	--license	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.source.manifest	--local-path	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.source.manifest	--model-card	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.source.manifest	--models-root	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.source.manifest	--node	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.source.manifest	--out	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.source.manifest	--output	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.source.manifest	--pid-file	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.source.manifest	--release	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.source.manifest	--revision	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.source.manifest	--source	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.source.manifest	--status	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.source.manifest	--strict	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.source.manifest	--target	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.source.manifest	--tensor-limit	u64	no	owner default	positive		src/cli/input/source.c	source report parser	source report	none	none	none	owner-focused CLI tests	source parser; parent help may omit	parsed but omitted from parent help	registry-schema
cli.offline.source.native	--json	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.source.native	--limit	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.source.native	--source	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.source.native	--tensor	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.tensor.collection	--audit	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.tensor.collection	--backend	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.tensor.collection	--collection	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.tensor.collection	--family	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.tensor.collection	--include-blockers	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.tensor.collection	--include-dispatch	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.tensor.collection	--include-experts	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.tensor.collection	--include-residency	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.tensor.collection	--include-router	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.tensor.collection	--include-shared	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.tensor.collection	--include-storage	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.tensor.collection	--model	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.tensor.collection	--output	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.tensor.collection	--registry	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.tensor.map	--arch	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.tensor.map	--json	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.tensor.map	--limit	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.tensor.map	--native-source	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.tensor.map	--require-all-native-mapped	boolean	no	false	present/absent		src/cli/commands/gguf.c	tensor-map parser	tensor mapping	none	none	none	owner-focused CLI tests	source parser; parent help may omit	parsed but omitted from parent help	registry-schema
cli.offline.tensor.map	--require-all-template-matched	boolean	no	false	present/absent		src/cli/commands/gguf.c	tensor-map parser	tensor mapping	none	none	none	owner-focused CLI tests	source parser; parent help may omit	parsed but omitted from parent help	registry-schema
cli.offline.tensor.map	--template	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.tensor.map	--tensor	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.tokenizer.decode	--ids	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.tokenizer.encode	--bos	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.tokenizer.encode	--eos	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.tokenizer.encode	--no-bos	boolean	no	false	present/absent		src/cli/commands/tokenizer.c	tokenizer parser	tokenizer execution	none	none	none	owner-focused CLI tests	source parser; parent help may omit	conflicts semantically with --bos but help omits it	registry-schema
cli.offline.tokenizer.encode	--pieces	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.tokenizer.encode	--text	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.tokenizer.prompt	--assistant	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.tokenizer.prompt	--no-generation-prompt	boolean	no	false	present/absent		src/cli/commands/tokenizer.c	prompt parser	prompt policy	none	none	none	owner-focused CLI tests	source parser; parent help may omit	parsed but omitted from parent help	registry-schema
cli.offline.tokenizer.prompt	--system	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.tokenizer.prompt	--thinking	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.tokenizer.prompt	--tokens	boolean	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.tokenizer.prompt	--tool	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.offline.tokenizer.prompt	--user	action-dependent	action-dependent	action-dependent	action-dependent		command owner named in commands.tsv	command parser and domain owner	command domain owner	see surfaces.tsv	owner configuration or none	none	tests/cli and owner tests	dynamic --help and runbooks	applicability depends on nested action	registry-schema
cli.yvex.chat	--max-new-tokens	u64	no	128	1..daemon cap		src/cli/io/client.c	client parse; daemon capacity	generation	none	none	maximum_new_tokens	tests/repl_pty.sh	top-level help	default repeated outside generation owner	registry-default
cli.yvex.chat	--session	name	no	main	bounded session name		src/cli/io/client.c	client parser; server session admission	server session registry	none	none	session_name	tests/repl_pty.sh	top-level help	none	retain
cli.yvex.model.use	--artifact	absolute path	yes	none	absolute regular file		src/cli/io/client.c	client parser; daemon re-admission	selected model config	none	$XDG_CONFIG_HOME/yvex/model.conf	none	tests/client_cutover.sh	docs/operator-runbook.md	none	retain
cli.yvex.model.use	--backend	enum	no	cuda	cpu|cuda	cpu|cuda	src/cli/io/client.c	client parser; daemon re-admission	selected model config	none	$XDG_CONFIG_HOME/yvex/model.conf	none	tests/client_cutover.sh	docs/operator-runbook.md	client-local default duplicates runtime policy	registry-default
cli.yvex.model.use	--context	u64	no	4096	positive		src/cli/io/client.c	client parser; daemon re-admission	selected model config	none	$XDG_CONFIG_HOME/yvex/model.conf	none	tests/client_cutover.sh	docs/operator-runbook.md	client-local default duplicates runtime policy	registry-default
cli.yvex.model.use	--runtime-binding	absolute path	yes	none	absolute regular file		src/cli/io/client.c	client parser; daemon re-admission	selected model config	none	$XDG_CONFIG_HOME/yvex/model.conf	none	tests/client_cutover.sh	docs/operator-runbook.md	none	retain
cli.yvex.model.use	--target	identifier	no	deepseek4-v4-flash	bounded identifier		src/cli/io/client.c	client parser; daemon re-admission	selected model config	none	$XDG_CONFIG_HOME/yvex/model.conf	none	tests/client_cutover.sh	docs/operator-runbook.md	client-local default duplicates runtime policy	registry-default
cli.yvex.run	--max-new-tokens	u64	no	128	1..daemon cap		src/cli/io/client.c	client parser; sampling owner admission	sampling/generation	none	none	maximum_new_tokens	tests/client_cutover.sh	top-level help	default repeated	registry-default
cli.yvex.run	--min-p	double	no	0.0	[0,1]		src/cli/io/client.c	client parser; sampling owner admission	sampling/generation	none	none	min_p	tests/client_cutover.sh	top-level help	forbidden from nonzero value in greedy	registry-default
cli.yvex.run	--seed	u64	no	none	0..UINT64_MAX		src/cli/io/client.c	client parser; sampling owner admission	sampling/generation	none	none	seed	tests/client_cutover.sh	top-level help	required for stochastic; forbidden for greedy	registry-default
cli.yvex.run	--session	name	no	ephemeral run-PID	bounded session name		src/cli/io/client.c	client parser; sampling owner admission	sampling/generation	none	none	session_name	tests/client_cutover.sh	top-level help	none	retain
cli.yvex.run	--strategy	enum	no	greedy	greedy|stochastic	greedy|stochastic	src/cli/io/client.c	client parser; sampling owner admission	sampling/generation	none	none	flags.stochastic	tests/client_cutover.sh	top-level help	none	retain
cli.yvex.run	--temperature	double	no	1.0	(0,+inf)		src/cli/io/client.c	client parser; sampling owner admission	sampling/generation	none	none	temperature	tests/client_cutover.sh	top-level help	forbidden from neutral value in greedy	registry-default
cli.yvex.run	--top-k	u64	no	0	0..UINT64_MAX		src/cli/io/client.c	client parser; sampling owner admission	sampling/generation	none	none	top_k	tests/client_cutover.sh	top-level help	forbidden from neutral value in greedy	registry-default
cli.yvex.run	--top-p	double	no	1.0	(0,1]		src/cli/io/client.c	client parser; sampling owner admission	sampling/generation	none	none	top_p	tests/client_cutover.sh	top-level help	forbidden from neutral value in greedy	registry-default
cli.yvex.run	--typical-p	double	no	1.0	(0,1]		src/cli/io/client.c	client parser; sampling owner admission	sampling/generation	none	none	typical_p	tests/client_cutover.sh	top-level help	forbidden from neutral value in greedy	registry-default
cli.yvex.runtime.status	--json	boolean	no	false	present/absent		src/cli/io/client.c	client parser	status renderer	none	none	none	tests/client_cutover.sh	docs/operator-runbook.md	machine schema exists but no discovery schema	retain
cli.yvex.runtime.trace	--follow	boolean	no	false	present/absent		src/cli/io/client.c	client parser	event subscription	none	none	none	tests/client_cutover.sh	docs/operator-runbook.md	accepted but behavior is identical without flag	remove-or-define
daemon.yvexd	--backend	enum	no	cpu	cpu|cuda	cpu|cuda	src/daemon/yvexd.c	daemon parser; server admission	server/runtime	none	service definition	server options	tests/cli/server.sh; tests/product_topology.sh	src/daemon/yvexd.c:print_help	default also appears in client/provider paths	normalize-config
daemon.yvexd	--console	enum	no	off	off|raw	off|raw	src/daemon/yvexd.c	daemon parser; server admission	server/runtime	none	service definition	server options	tests/cli/server.sh; tests/product_topology.sh	src/daemon/yvexd.c:print_help	none	normalize-config
daemon.yvexd	--context	u64	no	4096	positive		src/daemon/yvexd.c	daemon parser; server admission	server/runtime	none	service definition	server options	tests/cli/server.sh; tests/product_topology.sh	src/daemon/yvexd.c:print_help	default also appears in client/provider paths	normalize-config
daemon.yvexd	--help	boolean	no	false	present/absent		src/daemon/yvexd.c	daemon parser; server admission	server/runtime	none	service definition	server options	tests/cli/server.sh; tests/product_topology.sh	src/daemon/yvexd.c:print_help	none	retain
daemon.yvexd	--max-new-tokens	u64	no	256	positive		src/daemon/yvexd.c	daemon parser; server admission	server/runtime	none	service definition	server options	tests/cli/server.sh; tests/product_topology.sh	src/daemon/yvexd.c:print_help	default also appears in client/provider paths	normalize-config
daemon.yvexd	--model	path	yes	none	readable admitted artifact		src/daemon/yvexd.c	daemon parser; server admission	server/runtime	none	service definition	server options	tests/cli/server.sh; tests/product_topology.sh	src/daemon/yvexd.c:print_help	none	normalize-config
daemon.yvexd	--openai	enum	no	on	on|off	on|off	src/daemon/yvexd.c	daemon parser; server admission	server/runtime	none	service definition	server options	tests/cli/server.sh; tests/product_topology.sh	src/daemon/yvexd.c:print_help	none	normalize-config
daemon.yvexd	--openai-port	u16	no	8001	1..65535		src/daemon/yvexd.c	daemon parser; server admission	server/runtime	none	service definition	server options	tests/cli/server.sh; tests/product_topology.sh	src/daemon/yvexd.c:print_help	none	normalize-config
daemon.yvexd	--openai-timeout-ms	u64	no	600000	100..86400000		src/daemon/yvexd.c	daemon parser; server admission	server/runtime	none	service definition	server options	tests/cli/server.sh; tests/product_topology.sh	src/daemon/yvexd.c:print_help	none	normalize-config
daemon.yvexd	--prefill-chunk	u64	no	64	positive		src/daemon/yvexd.c	daemon parser; server admission	server/runtime	none	service definition	server options	tests/cli/server.sh; tests/product_topology.sh	src/daemon/yvexd.c:print_help	none	normalize-config
daemon.yvexd	--runtime-binding	path	yes	none	readable admitted binding		src/daemon/yvexd.c	daemon parser; server admission	server/runtime	none	service definition	server options	tests/cli/server.sh; tests/product_topology.sh	src/daemon/yvexd.c:print_help	none	normalize-config
daemon.yvexd	--socket	path	no	$XDG_RUNTIME_DIR/yvex/yvexd.sock	private Unix path		src/daemon/yvexd.c	daemon parser; server admission	server/runtime	XDG_RUNTIME_DIR	service definition	server options	tests/cli/server.sh; tests/product_topology.sh	src/daemon/yvexd.c:print_help	none	normalize-config
daemon.yvexd	--target	identifier	no	deepseek4-v4-flash	bounded identifier		src/daemon/yvexd.c	daemon parser; server admission	server/runtime	none	service definition	server options	tests/cli/server.sh; tests/product_topology.sh	src/daemon/yvexd.c:print_help	default also appears in client/provider paths	normalize-config
daemon.yvexd	--trace-content	boolean	no	false	present/absent		src/daemon/yvexd.c	daemon parser; server admission	server/runtime	none	service definition	server options	tests/cli/server.sh; tests/product_topology.sh	src/daemon/yvexd.c:print_help	none	normalize-config
daemon.yvexd	--trace-level	enum	no	stages	summary|stages|tokens|full	summary|stages|tokens|full	src/daemon/yvexd.c	daemon parser; server admission	server/runtime	none	service definition	server options	tests/cli/server.sh; tests/product_topology.sh	src/daemon/yvexd.c:print_help	none	normalize-config
daemon.yvexd	--version	boolean	no	false	present/absent		src/daemon/yvexd.c	daemon parser; server admission	server/runtime	none	service definition	server options	tests/cli/server.sh; tests/product_topology.sh	src/daemon/yvexd.c:print_help	none	retain
