surface_id	current_form	disposition	proposed_form	rationale	dependency	migration_risk	implementation_milestone	acceptance_requirement
script.cli_convert_sh	tests/cli/convert.sh	retain-test	tests/cli/convert.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.cli_core_sh	tests/cli/core.sh	retain-test	tests/cli/core.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.cli_cuda_sh	tests/cli/cuda.sh	retain-test	tests/cli/cuda.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.cli_fullmodel_sh	tests/cli/fullmodel.sh	retain-test	tests/cli/fullmodel.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.cli_gguf_emit_sh	tests/cli/gguf_emit.sh	retain-test	tests/cli/gguf_emit.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.cli_gguf_template_sh	tests/cli/gguf_template.sh	retain-test	tests/cli/gguf_template.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.cli_imatrix_sh	tests/cli/imatrix.sh	retain-test	tests/cli/imatrix.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.cli_integrity_report_sh	tests/cli/integrity_report.sh	retain-test	tests/cli/integrity_report.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.cli_materialize_gate_sh	tests/cli/materialize_gate.sh	retain-test	tests/cli/materialize_gate.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.cli_materialize_sh	tests/cli/materialize.sh	retain-test	tests/cli/materialize.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.cli_model_gate_sh	tests/cli/model_gate.sh	retain-test	tests/cli/model_gate.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.cli_models_sh	tests/cli/models.sh	retain-test	tests/cli/models.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.cli_native_weights_sh	tests/cli/native_weights.sh	retain-test	tests/cli/native_weights.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.cli_physical_variant_sh	tests/cli/physical_variant.sh	retain-test	tests/cli/physical_variant.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.cli_quant_job_sh	tests/cli/quant_job.sh	retain-test	tests/cli/quant_job.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.cli_quant_policy_sh	tests/cli/quant_policy.sh	retain-test	tests/cli/quant_policy.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.cli_server_sh	tests/cli/server.sh	retain-test	tests/cli/server.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.cli_sh	tests/cli.sh	retain-test	tests/cli.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.cli_source_manifest_sh	tests/cli/source_manifest.sh	retain-test	tests/cli/source_manifest.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.cli_tensor_map_sh	tests/cli/tensor_map.sh	retain-test	tests/cli/tensor_map.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.cli_token_input_sh	tests/cli/token_input.sh	retain-test	tests/cli/token_input.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.client_cutover_sh	tests/client_cutover.sh	retain-test	tests/client_cutover.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.integration_bet_tennis_sh	tests/integration/bet_tennis.sh	retain-integration	tests/integration/bet_tennis.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.integration_openai_sdk_sh	tests/integration/openai_sdk.sh	retain-integration	tests/integration/openai_sdk.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.integration_openai_sh	tests/integration/openai.sh	retain-integration	tests/integration/openai.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.live_client_refoundation_sh	tests/live/client_refoundation.sh	retain-live-proof	tests/live/client_refoundation.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.live_openai_sh	tests/live/openai.sh	retain-live-proof	tests/live/openai.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.live_physical_variant_sh	tests/live/physical_variant.sh	retain-live-proof	tests/live/physical_variant.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.product_topology_sh	tests/product_topology.sh	retain-test	tests/product_topology.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.repl_pty_sh	tests/repl_pty.sh	retain-test	tests/repl_pty.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.support_cleanup_sh	tests/support/cleanup.sh	retain-test	tests/support/cleanup.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.test_architecture_boundaries_sh	tests/test_architecture_boundaries.sh	retain-test	tests/test_architecture_boundaries.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.test_code_natural_sh	tests/test_code_natural.sh	retain-test	tests/test_code_natural.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.test_cuda_failclosed_sh	tests/test_cuda_failclosed.sh	retain-test	tests/test_cuda_failclosed.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.test_docs_surface_sh	tests/test_docs_surface.sh	retain-test	tests/test_docs_surface.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.test_gateway_boundary_sh	tests/test_gateway_boundary.sh	retain-test	tests/test_gateway_boundary.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.test_gguf_artifact_abi_sh	tests/test_gguf_artifact_abi.sh	retain-test	tests/test_gguf_artifact_abi.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.test_gguf_layout_integrity_sh	tests/test_gguf_layout_integrity.sh	retain-test	tests/test_gguf_layout_integrity.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.test_gguf_qtype_abi_sh	tests/test_gguf_qtype_abi.sh	retain-test	tests/test_gguf_qtype_abi.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.test_project_ledger_sh	tests/test_project_ledger.sh	retain-test	tests/test_project_ledger.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.test_repository_layout_sh	tests/test_repository_layout.sh	retain-test	tests/test_repository_layout.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.test_source_layout_sh	tests/test_source_layout.sh	retain-test	tests/test_source_layout.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.test_source_ownership_sh	tests/test_source_ownership.sh	retain-test	tests/test_source_ownership.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.test_surface_sh	tests/test_surface.sh	retain-test	tests/test_surface.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
script.test_topology_closure_audit_sh	tests/test_topology_closure_audit.sh	retain-test	tests/test_topology_closure_audit.sh	classified shell script owned by tests	project-control and CI ownership	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
service.yvexd	systemd --user yvexd.service or transient unit	retain-normalize-config	systemd --user yvexd.service or transient unit	classified service owned by operator deployment	accepted product topology	medium	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
surface.http	127.0.0.1:8001	retain-projection	127.0.0.1:8001	classified HTTP owned by src/server/openai	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
surface.repl	yvex; yvex chat	registry-adapter	yvex; yvex chat	classified REPL owned by src/cli/io/client.c	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
transport.local.v3	Unix socket; YVEX local protocol v3	retain-private	Unix socket; YVEX local protocol v3	classified protocol owned by include/yvex/server.h; src/server/protocol.c	accepted product topology	low	V010.OPERATOR.COMMAND.CONSOLE.0	preserve authoritative owner; no compatibility executable; focused discovery or behavior guard
